LEVEL	CODE	version	NATIONAL_TITLE_BE_NL	NATIONAL_TITLE_BE_FR	NATIONAL_TITLE_BE_DE	NATIONAL_TITLE_BE_EN
7	47.55103	2025	Kleinhandel in matrassen, bedveringen en overige matrassendragers	Commerce de détail de matelas, sommiers et autres supports de matelas	Einzelhandel mit Einzelhandel mit Matratzen, Bettgestellen und sonstigen Matratzenträgern	Retail trade of mattresses, box springs and other mattress supports
5	47.552	2025	Detailhandel in verlichtingsartikelen	Commerce de détail d'appareils d'éclairage	Einzelhandel mit Beleuchtungskörpern	Retail sale of lighting equipment
5	47.553	2025	Detailhandel in glas-, porselein- en aardewerk en in niet-elektrische huishoudelijke artikelen	Commerce de détail d'appareils ménagers non électriques, de vaisselle, de verrerie, de porcelaine et de poterie	Einzelhandel mit nicht elektrischen Haushaltsgeräten, Geschirr, Glas, Porzellan und Steingut	Retail sale of non-electric household appliances, crockery, glassware, china and earthenware
7	47.55301	2025	Detailhandel in niet-elektrische huishoudapparaten, messenmakerswerk, vaatwerk, aardewerk, porselein en glaswerk	Commerce de détail d'appareils ménagers non électriques, de coutellerie, de vaisselle, de verrerie, de porcelaine et de poteries	Einzelhandel mit nicht elektrischen Haushaltsgeräten, Messerschmiedewaren, Geschirr, Glas, Porzellan und Steingut	Retail trade of non-electric appliances, cutlery, crockery, glassware, china and pottery
5	47.554	2025	Detailhandel in babyartikelen (algemeen assortiment)	Commerce de détail d'articles de puériculture (assortiment général)	Einzelhandel mit Babyartikeln, Vollsortiment	Retail sale of childcare articles (general selection)
7	47.55401	2025	Kleinhandel in kinderwagens	Commerce de détail de voitures d'enfant	Kinderwageneinzelhandel	Retail trade of prams
7	47.55402	2025	Kleinhandel in wiegen, boxen, kinderzitjes voor gebruik in de auto, enz.	Commerce de détail de berceaux, de sièges de sécurité pour enfants et d'autres articles de puériculture	Einzelhandel mit Wiegen, Kinderautositzen und sonstigen Artikeln für die Säuglings- und Kleinkinderpflege	Retail trade of cradles, safety child seats and other baby products
5	47.559	2025	Detailhandel in andere huishoudelijke artikelen, n.e.g.	Commerce de détail d'autres articles de ménage n.c.a.	Einzelhandel mit sonstigen Haushaltsartikeln a.n.g.	Retail sale of other household goods n.e.c.
7	47.55901	2025	Detailhandel in artikelen van hout, kurk of vlechtwerk	Commerce de détail d'ouvrages en bois, en liège et en vannerie	Einzelhandel mit Arbeiten aus Holz, Kork und Korbflechtereiwaren	Retail trade of wood, cork and wickerwork
7	47.55902	2025	Gespecialiseerde detailhandel in geschenken mbt de woninginrichting	Commerce de détail spécialisé en cadeaux portant sur l'équipement du foyer	Einzelhandel mit Geschenkartikeln, spezialisiert auf Einrichtungsgegenstände	Retail trade specialising in gifts relating to household furnishings
7	47.55903	2025	Kleinhandel in huishoudelijke artikelen, n.e.g.	Commerce de détail d'appareils et articles de ménage ou d'économie domestique n.c.a.	Einzelhandel mit Haushaltsgeräten und artikeln, a.n.g.	Retail trade of appliances and household items or home economics nes
3	47.6	2025	Detailhandel in cultuur- en recreatieartikelen	Commerce de détail de biens culturels et de loisirs	Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren	Retail sale of cultural and recreation goods
4	47.61	2025	Detailhandel in boeken	Commerce de détail de livres	Einzelhandel mit Büchern	Retail sale of books
5	47.610	2025	Detailhandel in boeken	Commerce de détail de livres	Einzelhandel mit Büchern	Retail sale of books
4	47.62	2025	Detailhandel in kranten en andere tijdschriften en kantoorbehoeften	Commerce de détail de journaux et autres publications périodiques et de papeterie	Einzelhandel mit Zeitungen, sonstigen Zeitschriften, Schreibwaren und Bürobedarf	Retail sale of newspapers, and other periodical publications and stationery
5	47.621	2025	Detailhandel in kranten en andere tijdschriften	Commerce de détail de journaux et autres publications périodiques	Einzelhandel mit Zeitungen und sonstigen Zeitschriften	Retail sale of newspapers, and other periodical publications
7	47.62101	2025	Detailhandel in boeken, kranten, tijdschriften en kantoorbehoeften in gespecialiseerde winkels	Commerce de détail de livres, journaux et papeterie en magasin spécialisé	Einzelhandel im Bereich Bücher, Zeitungen, Zeitschriften und Bürobedarf in Fachgeschäften	Retail trade of books, newspapers and stationery in specialised stores
7	47.62102	2025	Detailhandel in boeken, kranten en tijdschriften in kiosken	Commerce de détail de livres, journaux et périodiques en kiosque	Einzelhandel im Bereich Bücher, Zeitungen, Zeitschriften in Kiosken	Retail trade of books, newspapers and stationery
5	47.622	2025	Detailhandel in kantoorbehoeften	Commerce de détail de papeterie	Einzelhandel mit  Schreibwaren und Bürobedarf	Retail sale of stationery
4	47.63	2025	Detailhandel in sportartikelen	Commerce de détail d’articles de sport	Einzelhandel mit Fahrrädern, Sport- und Campingartikeln	Retail sale of sporting equipment
5	47.631	2025	Detailhandel in wapens en munitie	Commerce de détail d'armes et de munitions	Einzelhandel mit Waffen und Munition	Retail sale of weapons and ammunition
7	47.63101	2025	Kleinhandel in wapens en munitie voor de jacht en de schietsport	Commerce de détail d'armes et de munitions pour la chasse ou le tir au fusil	Einzelhandel mit Waffen und Munition für Jagd und Schießsport	Retail trade of arms and ammunition for hunting or rifle shooting
7	47.63102	2025	Kleinhandel in verdedigingswapens	Commerce de détail d'armes défensives	Einzelhandel mit Verteidigungswaffen	Retail trade of defensive weapons
5	47.632	2025	Detailhandel in fietsen	Commerce de détail de cycles	Einzelhandel mit Fahrrädern	Retail sale of bicycles
5	47.639	2025	Detailhandel in overige sportartikelen	Commerce de détail d’autres articles de sport	Einzelhandel mit sonstigen Sportartikeln	Retail sale of other sporting equipment
7	47.63901	2025	Kleinhandel in sportartikelen, kampeerbenodigdheden (inclusief tenten) en artikelen voor overige vormen van vrije-tijdsbesteding	Commerce de détail d'articles de sport, de matériel de camping (y compris les tentes) et d'articles pour autres activités de loisir	Einzelhandel mit Sportartikeln, Campingzubehör (einschliesslich Zelte) und Freizeitartikeln	Retail trade of sporting goods, camping equipment (including tents) and items for other leisure activities
7	47.63902	2025	Kleinhandel in plezier- en sportvaartuigen, surfplanken, zeilen, enz.	Commerce de détail de bateaux de plaisance, planches à voile, voiles, etc.	Einzelhandel mit Sportbooten, Surfbrettern, Segeln usw	Retail trade of recreational boats, windsurfing, sailing, etc.
4	47.64	2025	Detailhandel in spellen en speelgoed	Commerce de détail de jeux et jouets	Einzelhandel mit Spielwaren	Retail sale of games and toys
5	47.640	2025	Detailhandel in spellen en speelgoed	Commerce de détail de jeux et jouets	Einzelhandel mit Spielwaren	Retail sale of games and toys
7	47.64001	2025	Detailhandel niet gespecialiseerd in kruit en springstoffen	Commerce de détail non spécialisé de produits explosifs	Nicht spezialisierter Einzelhandel mit Explosivstoffen	Retail trade of non-specialised explosive products 
7	47.64002	2025	Detailhandel niet gespecialiseerd in pyrotechnische artikelen	Commerce de détail non spécialisé d'articles pyrotechniques	Nicht spezialisierter Einzelhandel mit pyrotechnischen Erzeugnissen	Retail trade of non-specialised  pyrotechnics
4	47.69	2025	Detailhandel in cultuur- en recreatieartikelen, n.e.g.	Commerce de détail de biens culturels et de loisirs n.c.a.	Einzelhandel mit Kunst- und Kulturerzeugnissen a.n.g.	Retail sale of cultural and recreational goods n.e.c.
5	47.690	2025	Detailhandel in cultuur- en recreatieartikelen, n.e.g.	Commerce de détail de biens culturels et de loisirs n.c.a.	Einzelhandel mit Kunst- und Kulturerzeugnissen a.n.g.	Retail sale of cultural and recreational goods n.e.c.
7	47.69001	2025	Kleinhandel in muziekinstrumenten en -partituren	Commerce de détail d'instruments de musique et de partitions musicales	Einzelhandel mit Musikinstrumenten und -partituren	Retail trade of musical instruments and music scores
7	47.69011	2025	Kleinhandel in grammofoonplaten, CD's, al dan niet bespeelde geluids- en videobanden, cassettes, enz.	Commerce de détail de disques, de disques compacts, bandes et cassettes audio ou vidéo, vierges ou enregistrées	Einzelhandel mit Schallplatten, bespielten und unbespielten Compact Discs, Audio- oder Videokassetten und -bändern	Retail trade of records, compact discs, tapes and audio or video cassettes, blank or recorded
7	47.69021	2025	Kleinhandel in hedendaagse kunst, nieuwe schilderijen, reproducties, kaders, lijsten, enz.	Commerce de détail d'art contemporain, de tableaux nouveaux, de reproductions, de cadres, etc.	Einzelhandel mit zeitgenössischer Kunst, neuen Bildern, Reproduktionen, Rahmen usw	Retail trade of contemporary art, new paintings, reproductions, frames, etc.
7	47.69022	2025	Detailhandel in gespecialiseerde winkels of in commerciële kunstgalerieën in kunstwerken jonger dan 50 jaar die voor 10 000 euro of meer te koop worden gesteld	Commerce de détail en magasin spécialisé ou en galerie d'art commerciale d'oeuvres d'art de moins de 50 ans dont le prix de mise en vente est d'un montant égal ou supérieur à 10 000 euros	Einzelhandelsverkauf in Fachgeschäften oder in kommerziellen Kunstgalerien von Kunstwerken unter 50 Jahren, die für 10 000 Euro oder mehr zum Verkauf angeboten werden	Retail sale in specialised stores or in commercial art galleries of works of art under 50 years old with a selling price equal to or greater than 10,000 euros
3	47.7	2025	Detailhandel in andere goederen, met uitzondering van motorvoertuigen en motorfietsen	Commerce de détail d’autres biens, à l’exception des automobiles et des motocycles	Einzelhandel mit sonstigen Gütern, ohne Kraftwagen und Krafträder	Retail sale of other goods, except motor vehicles and motorcycles
4	47.71	2025	Detailhandel in kleding	Commerce de détail d’habillement	Einzelhandel mit Bekleidung	Retail sale of clothing
5	47.711	2025	Detailhandel in damesbovenkleding	Commerce de détail de vêtements pour dame	Einzelhandel mit Damenoberbekleidung	Retail sale of clothing for women
7	47.71101	2025	Kleinhandel in bovenkleding (inclusief werkkleding, sportkleding en ceremoniekleding) van ongeacht welk materiaal (textielstoffen, breigoed, leer, bont, enz.) voor dames	Commerce de détail de vêtements de dessus, y compris les vêtements de travail, de sport et de cérémonie, en toutes matières (tissus textiles, étoffes de bonneterie, cuir, fourrure, etc.) pour dames	Einzelhandel mit Oberbekleidung, einschließlich Arbeits- Sport- und Zeremoniekleidung aus allen Materialien (Textilstoffe, Wirkwaren, Leder, Pelz usw) für Damen	Retail trade of outerwear, including work, sports and ceremonial clothing, in all materials (textile fabrics, knitted fabrics, leather, fur, etc.) for ladies
5	47.712	2025	Detailhandel in herenbovenkleding	Commerce de détail de vêtements pour homme	Einzelhandel mit Herrenoberbekleidung	Retail sale of clothing for men
7	47.71201	2025	Kleinhandel in bovenkleding (inclusief werkkleding, sportkleding en ceremoniekleding) van ongeacht welk materiaal (textielstoffen, breigoed, leer, bont, enz.) voor heren	Commerce de détail de vêtements de dessus, y compris les vêtements de travail, de sport et de cérémonie, en toutes matières (tissus textiles, étoffes de bonneterie, cuir, fourrure, etc.) pour homme	Einzelhandel mit Oberbekleidung, einschließlich Arbeits- Sport- und Zeremoniekleidung aus allen Materialien (Textilstoffe, Wirkwaren, Leder, Pelz usw) für Herren	Retail trade of outerwear, including work, sports and ceremonial clothing, in all materials (textile fabrics, knitted fabrics, leather, fur, etc.) for men
5	47.713	2025	Detailhandel in baby- en kinderbovenkleding	Commerce de détail de vêtements pour bébé et enfant	Einzelhandel mit Baby- und Kinderoberbekleidung	Retail sale of clothing for baby and children
5	47.714	2025	Detailhandel in onderkleding, lingerie en strand- en badkleding	Commerce de détail de sous-vêtements, de lingerie et de vêtements de bain	Einzelhandel mit Unterwäsche, Damenunterwäsche und Strand- und Badekleidung	Retail sale of underwear, lingerie and swimwear
5	47.715	2025	Detailhandel in kledingaccessoires	Commerce de détail d'accessoires du vêtement	Einzelhandel mit Bekleidungsasccessoires	Retail sale of clothing accessories
7	47.71501	2025	Kleinhandel in hoeden, handschoenen, dassen, ceinturen, paraplu's, enz.	Commerce de détail de chapeaux, gants, cravates, ceintures, parapluies, etc.	Einzelhandel mit Hüten, Handschuhen, Krawatten, Gürteln, Regenschirmen usw	Retail trade of hats, gloves, ties, belts, umbrellas, etc.
5	47.716	2025	Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires (algemeen assortiment)	Commerce de détail de vêtements, de sous-vêtements et d'accessoires pour dame, homme, enfant et bébé, assortiment général	Einzelhandel mit Damen-, Herren- Baby- und Kinderober- und -unterbekleidung und Bekleidungsasccessoires (Vollsortiment)	Retail sale of clothing, underwear and clothing accessories for men, women, children and baby, general selection
7	47.71601	2025	Kleinhandel in bovenkleding (inclusief werk-,sport- en ceremoniekleding) van ongeacht welk materiaal (textielstoffen, breigoed, leer, bont, enz.) voor heren, dames en kinderen (algem assortiment)	Commerce de détail de vêtem de dessus, y compris les vêtem de travail, de sport et de cérémonie, en ttes mat (tissus textiles, cuir, fourrure, etc.) pour homme, dame, enfant et bébé (assort gén)	Einzelhandel mit Oberbekleidung, einschließlich Arbeits- Sport- und Zeremoniekleidung aus allen Materialien (Textilstoffe, Wirkwaren, Leder, Pelz usw) für Herren, Damen und Kinder (Vollsortiment)	Retail trade of outerwear clothing, including work, sports and ceremonial clothing, in all materials (textile fabrics, leather, fur, etc.) for men, women, children and babies (general assortment)
7	47.71611	2025	Markt- en straathandel in textiel, kleding en schoeisel	Commerce de détail de textiles, d'habillement et de chaussures sur éventaires et marchés	Einzelhandel mit Textilien, Bekleidung und Schuhen an Verkaufsständen und auf Märkten	Retail trade via stalls and markets of textiles, clothing and footwear
4	47.72	2025	Detailhandel in schoeisel en lederwaren	Commerce de détail de chaussures et d’articles en cuir	Einzelhandel mit Schuhen und Lederwaren	Retail sale of footwear and leather goods
5	47.721	2025	Detailhandel in schoeisel	Commerce de détail de chaussures	Einzelhandel mit Schuhen	Retail sale of footwear
5	47.722	2025	Detailhandel in lederwaren en reisartikelen	Commerce de détail d'articles en cuir et d'articles de voyage	Einzelhandel mit Lederwaren und Reiseaccessoires	Retail sale of leather goods and luggage
4	47.73	2025	Detailhandel in farmaceutische producten	Commerce de détail de produits pharmaceutiques	Einzelhandel mit pharmazeutischen Erzeugnissen	Retail sale of pharmaceutical products
5	47.730	2025	Detailhandel in farmaceutische producten	Commerce de détail de produits pharmaceutiques	Einzelhandel mit pharmazeutischen Erzeugnissen	Retail sale of pharmaceutical products
4	47.74	2025	Detailhandel in medische en orthopedische artikelen	Commerce de détail d’articles médicaux et orthopédiques	Einzelhandel mit medizinischen und orthopädischen Artikeln	Retail sale of medical and orthopaedic goods
5	47.741	2025	Detailhandel in medische en orthopedische artikelen, muv corrigerende brillen, lenzen en zonnebrillen	Commerce de détail d'articles médicaux et orthopédiques, à l'exception de lunettes de correction, de lentilles et de lunettes de soleil	Einzelhandel mit medizinischen und orthopädischen Artikeln, mit Ausnahme von Korrektionsbrillen, Brillengläsern und Sonnenbrillen	Retail sale of medical and orthopaedic goods, except corrective glasses, lenses and sunglasses
5	47.742	2025	Detailhandel in corrigerende brillen, lenzen en zonnebrillen	Commerce de détail de lunettes de correction, de lentilles et de lunettes de soleil	Einzelhandel mit Korrektionsbrillen, Brillengläsern und Sonnenbrillen	Retail sale of corrective glasses, lenses and sunglasses
7	47.74201	2025	Detailhandel in optische artikelen (inclusief brillen), fotografische artikelen (inclusief films) en precisieinstrumenten	Commerce de détail d'articles d'optique (y compris les lunettes), de photographie (y compris les pellicules) et de précision	Einzelhandel mit Optikartikeln (einschliesslich Brillen), Fotographieartikeln (einschliesslich Filme) und Präzisionsinstrumenten	Retail trade of optical articles (including glasses), photography (including films) and precision articles
4	47.75	2025	Detailhandel in cosmetica en toiletartikelen	Commerce de détail de produits cosmétiques et d'articles de toilette	Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln	Retail sale of cosmetic and toilet articles
5	47.750	2025	Detailhandel in cosmetica en toiletartikelen	Commerce de détail de produits cosmétiques et d'articles de toilette	Einzelhandel mit kosmetischen Erzeugnissen und Körperpflegemitteln	Retail sale of cosmetic and toilet articles
4	47.76	2025	Detailhandel in bloemen, planten, kunstmeststoffen, huisdieren en voer voor huisdieren	Commerce de détail de fleurs, plantes, engrais, animaux de compagnie et aliments pour ces animaux	Einzelhandel mit Blumen, Pflanzen, Düngemitteln, Tierfutter und Haustieren	Retail sale of flowers, plants, fertilisers, pets and pet food
5	47.761	2025	Detailhandel in bloemen, planten, zaden en kunstmeststoffen	Commerce de détail de fleurs, de plantes, de graines et d'engrais	Einzelhandel mit Blumen, Pflanzen, Sämereien und Düngemitteln	Retail sale of flowers, plants, seeds and fertilisers
7	47.76101	2025	Kleinhandel in  bloemen (inclusief snijbloemen) en planten	Commerce de détail de fleurs (y compris les fleurs coupées) et de plantes	Einzelhandel mit Blumen einschließlich Schnittblumen und Pflanzen	Retail trade of flowers (including cut flowers) and plants
7	47.76102	2025	Kleinhandel in zaden, kunstmeststoffen, sproeistoffen, enz.	Commerce de détail de graines, d'engrais, de produits phytosanitaires, etc.	Einzelhandel mit Saatgut, Düngemitteln, Pflanzenschutzmitteln, usw	Retail trade of seeds, fertilisers, pesticides, etc.
7	47.76103	2025	Kleinhandel in een uitgebreid gamma van tuinbouwproducten en tuinbouwbenodigdheden voor particulier gebruik, in gespecialiseerde tuincentra	Commerce de détail spécialisé portant sur une large gamme d'articles de jardinage et de produits horticoles (centres de jardinage)	Facheinzelhandel mit einem breiten Sortiment an Gartenbedarf und Gartenbauartikeln (Gartencenter)	Retail trade of a wide range of gardening products and horticultural products (garden centres)
5	47.762	2025	Detailhandel in huisdieren, voer voor huisdieren en benodigdheden daarvoor	Commerce de détail d'animaux de compagnie, d'aliments et d'accessoires pour ces animaux	Einzelhandel mit Haustieren, Haustierzubehör und Futter	Retail sale of pets, pet food and pet accessories
7	47.76201	2025	Kleinhandel in huisdieren en benodigdheden daarvoor	Commerce de détail d'animaux de compagnie et de fournitures pour animaux	Einzelhandel mit Haustieren und Haustierzubehör	Retail trade of pets and pet supplies
4	47.77	2025	Detailhandel in uurwerken en sieraden	Commerce de détail d’articles d’horlogerie et de bijouterie	Einzelhandel mit Uhren und Schmuck	Retail sale of watches and jewellery
5	47.770	2025	Detailhandel in uurwerken en sieraden	Commerce de détail d’articles d’horlogerie et de bijouterie	Einzelhandel mit Uhren und Schmuck	Retail sale of watches and jewellery
7	47.77001	2025	Kleinhandel in uurwerken en horloges	Commerce de détail de montres et autres articles d'horlogerie	Einzelhandel mit Uhren und sonstigen Uhrenartikeln	Retail trade of watches and other horological items
7	47.77002	2025	Kleinhandel in sieraden en edelsmeedwerk	Commerce de détail d'articles de bijouterie et d'orfèvrerie	Einzelhandel mit Schmuck und Goldschmiedewaren	Retail trade of jewellery and silverware
4	47.78	2025	Detailhandel in andere nieuwe goederen	Commerce de détail d’autres biens neufs	Einzelhandel mit sonstigen Neuwaren	Retail sale of other new goods
5	47.781	2025	Detailhandel in vaste, vloeibare en gasvormige brandstoffen, muv motorbrandstoffen	Commerce de détail de combustibles solides, liquides et gazeux, à l'exclusion des carburants	Einzelhandel mit festen, flüssigen und gasförmigen Brennstoffen, mit Ausnahme von Fahrzeugkraftstoffen	Retail sale of solid, liquid and gaseous fuels, excluding motor fuels
7	47.78101	2025	Detailhandel in vaste brandstoffen zoals steenkool, brandhout, houtskool, enz.	Commerce de détail de combustibles solides tels que charbon, bois de chauffage, charbon de bois, etc.	Einzelhandel mit Festbrennstoffen wie Steinkohle, Brennholz, Holzkohle usw	Retail trade of solid fuels such as coal, firewood, charcoal, etc.
7	47.78102	2025	Detailhandel in vloeibare en gasvormige brandstoffen	Commerce de détail de combustibles liquides et gazeux	Einzelhandel mit flüssigen und gasförmigen Brennstoffen	Retail trade of liquid and gaseous fuels
5	47.782	2025	Detailhandel in fotografische en optische artikelen en in precisieinstrumenten, muv corrigerende brillen, lenzen en zonnebrillen	Commerce de détail de matériel photographique, d'optique et de précision, à l’exception des lunettes de correction, des lentilles et des lunettes de soleil	Einzelhandel mit Foto-, Optikartikel und Präzisionsinstrumente, mit Ausnahme von Korrektionsbrillen, Brillengläsern und Sonnenbrillen	Retail sale of photographic, optical and precision equipment, except corrective glasses, lenses and sunglasses
7	47.78201	2025	Detailhandel in optische artikelen (inclusief brillen), fotografische artikelen (inclusief films) en precisieinstrumenten	Commerce de détail d'articles d'optique (y compris les lunettes), de photographie (y compris les pellicules) et de précision	Einzelhandel mit Optikartikeln (einschliesslich Brillen), Fotographieartikeln (einschliesslich Filme) und Präzisionsinstrumenten	Retail trade of optical articles (including glasses), photography (including films) and precision articles
5	47.783	2025	Detailhandel in drogisterijartikelen en onderhoudsproducten	Commerce de détail d'articles de droguerie et de produits d'entretien	Einzelhandel mit Drogerieartikeln und Pflegemitteln	Retail sale of drugstore products and cleaning materials
7	47.78301	2025	Kleinhandel in reinigingsproducten	Commerce de détail de produits de nettoyage	Einzelhandel mit Reinigungsmitteln	Retail trade of cleaning products
5	47.784	2025	Detailhandel in souvenirs en religieuze artikelen	Commerce de détail de souvenirs et d'articles religieux	Einzelhandel mit Andenken und Devotionalien	Retail sale of souvenirs and religious articles
7	47.78401	2025	Kleinhandel in souvenirs, ambachtelijke producten en religieuze artikelen	Commerce de détail de souvenirs, d'objets artisanaux et d'articles religieux	Einzelhandel mit Andenken, Handwerksprodukten und Devotionalien	Retail trade of souvenir, craft work and religious articles
7	47.78402	2025	Kleinhandel in imitatiesieraden, gadgets, enz.	Commerce de détail de bijouterie fantaisie, de gadgets, etc.	Einzelhandel mit Modeschmuck, Gadgets usw	Retail trade of imitation jewellery, gadgets, etc.
5	47.789	2025	Overige detailhandel in nieuwe artikelen n.e.g.	Autre commerce de détail de biens neufs n.c.a.	Sonstiger Einzelhandel von neuen Artikeln a.n.g.	Retail sale of other new goods n.e.c.
7	47.78901	2025	Kleinhandel in koorden en touwen	Commerce de détail de ficelles, de cordes et de cordages	Einzelhandel mit Bindfäden, Kordeln, und Seilen	Retail trade of string, rope and cordage
7	47.78902	2025	Kleinhandel in artikelen, andere dan voedingsmiddelen, n.e.g. 	Commerce de détail d'articles n.c.a. autres que produits alimentaires	Einzelhandel mit a.n.g. Artikeln (Nichtlebensmittel)	Retail sale of non-food items n.e.c.
7	47.78903	2025	Detailhandel gespecialiseerd in kruit en springstoffen	Commerce de détail spécialisé de produits explosifs	Spezialisierter Einzelhandel mit Explosivstoffen	Retail trade of explosives
7	47.78904	2025	Detailhandel gespecialiseerd in pyrotechnische artikelen	Commerce de détail spécialisé d'articles pyrotechniques	Spezialisierter Einzelhandel mit pyrotechnischen Erzeugnissen	Retail trade of pyrotechnic articles
7	47.78911	2025	Overige markt- en straathandel	Autres commerces de détail sur marchés et éventaires	Sonstiger Einzelhandel an Verkaufsständen und auf Märkten	Other retail trade via stalls and markets
7	47.78921	2025	Kleinhandel in kunstbloemen en decoratieartikelen van kunstbloemen	Commerce de détail de fleurs artificielles et d'articles d'ornementation en fleurs artificielles	Einzelhandel mit künstlichen Blumen und Ziergegenständen aus künstlichen Blumen	Retail trade of artificial flowers and ornamental items of artificial flowers
4	47.79	2025	Detailhandel in tweedehandsgoederen	Commerce de détail de biens d’occasion	Einzelhandel mit Antiquitäten und Gebrauchtwaren	Retail sale of second-hand goods
5	47.791	2025	Detailhandel in antiquiteiten	Commerce de détail d'antiquités	Einzelhandel mit Antiquitäten	Retail sale of antiques
7	47.79101	2025	Kleinhandel in antiek en oude kunstvoorwerpen	Commerce de détail d'antiquités et objets d'art anciens	Altwaren- und Antiquitäteneinzelhandel	Retail trade of antiquities and ancient art
7	47.79102	2025	Detailhandel in winkels of in commerciële kunstgalerieën in roerende goederen van meer dan 50 jaar oud die voor 10 000 euro of meer te koop worden gesteld	Commerce de détail en magasin ou en galerie d'art commerciale de biens meubles de plus de cinquante ans dont le prix de mise en vente est d'un montant égal ou supérieur à 10 000 euros	Einzelhandelsverkauf in Geschäften oder in kommerziellen Kunstgalerien von über 50 Jahre alten beweglichen Gütern, die für 10 000 Euro oder mehr zum Verkauf angeboten werden	Retail sale in stores or in commercial art galleries of movable goods over 50 years old with a selling price equal to or greater than 10,000 euros
7	47.79111	2025	Veilinghuizen voor kunstwerken of roerende goederen van meer dan 50 jaar oud met een geschatte maximumverkoopprijs van 10 000 euro of meer	Maisons de ventes aux enchères d'oeuvres d'art ou de biens meubles de plus de cinquante ans dont l'estimation du prix maximal de vente est d'un montant égal ou supérieur à 10 000 euros	Auktionshäuser für über 50 Jahre alte Kunstwerke oder bewegliche Güter mit einem geschätzten Höchstverkaufspreis von 10 000 Euro oder mehr	Auction houses for works of art or movable goods over 50 years old with an estimated maximum sale price equal to or greater than 10,000 euros
5	47.792	2025	Detailhandel in tweedehandskleding	Commerce de détail de vêtements d'occasion	Einzelhandel mit Gebrauchtwaren	Retail sale of second-hand clothing
5	47.793	2025	Detailhandel in andere tweedehandsgoederen, muv tweedehandskleding	Commerce de détail de biens d'occasion, à l’exception des vêtements d'occasion	Einzelhandel mit Gebrauchtwaren in Geschäften, mit Ausnahme von Gebrauchtkleidung	Retail sale of second-hand goods in stores, except second-hand clothing
7	47.79301	2025	Kleinhandel in tweedehandsboeken	Commerce de détail de livres d'occasion	Einzelhandel mit Gebrauchtbüchern	Retail trade of used books
7	47.79302	2025	Kleinhandel in overige tweedehandsgoederen zoals meubels, afbraakmateriaal,	Commerce de détail d'autres biens d'occasion tels que meubles, matériaux de	Einzelhandel mit sonstiger Altwareneinzelhandel wie Möbeln, Abrissmaterialien usw	Retail trade of other used goods such as furniture
7	47.79303	2025	Activiteiten van kringloopcentra en dergelijke	Commerce de détail de biens de récupération de toute nature, exercé dans des magasins qui appartiennent à des centres de récupération	Einzelhandel mit Recyclingprodukten aller Art in Recyclingzentren angeschlossenen Geschäften	Retail trade of any kind of recovery of property, exercised in shops belonging to recovery centres
3	47.8	2025	Detailhandel in motorvoertuigen, motorfietsen en delen en toebehoren van motorfietsen	Commerce de détail d’automobiles, de motocycles et de leurs pièces et accessoires	Einzelhandel mit Kraftwagen, Krafträdern, deren Teilen und Zubehör	Retail sale of motor vehicles, motorcycles and related parts and accessories
4	47.81	2025	Detailhandel in motorvoertuigen	Commerce de détail de véhicules automobiles	Einzelhandel mit Kraftwagen	Retail sale of motor vehicles
5	47.811	2025	Detailhandel in auto's en lichte bestelwagens (<= 3,5 ton)	Commerce de détail de voitures et de véhicules automobiles légers (<= 3,5 tonnes)	Einzelhandel mit Kraftfahrzeugen mit einem Gesamtgewicht von 3,5 t oder weniger	Retail sale of cars and light motor vehicles (<= 3,5 tons)
7	47.81101	2025	Kleinhandel in nieuwe en gebruikte auto's voor personenvervoer, inclusief die voor bijzondere doeleinden (bv ambulances)	Commerce de détail de véhicules automobiles pour le transport des personnes, y compris les véhicules automobiles spéciaux (pex ambulances), neufs ou usagés	Einzelhandel mit Kraftfahrzeugen für die Personenbeförderung, einschließlich Sonderkraftfahrzeuge (zB Krankenwagen), neu oder gebraucht	Retail trade of motor vehicles for the transport of persons, including special motor vehicles (eg ambulances), new or used
5	47.812	2025	Detailhandel in andere motorvoertuigen (> 3,5 ton)	Commerce de détail d'autres véhicules automobiles (> 3,5 tonnes)	Einzelhandel mit sonstigen Kraftfahrzeugen mit einem Gesamtgewicht von mehr als 3,5 t	Retail sale of other motor vehicles (> 35 tonnes)
7	47.81201	2025	Kleinhandel in nieuwe en gebruikte vrachtwagens, trekkers, bestelwagens, terreinwagens (bv jeeps) enz.	Commerce de détail de camions, tracteurs routiers, camionnettes, véhicules automobiles tous terrains (pex jeeps), etc., neufs ou usagés	Einzelhandel mit Lastwagen, Straßenzugmaschinen, Lieferwagen, Geländefahrzeugen (zB Jeeps), neu oder gebraucht	Retail trade of trucks, road tractors, vans, all-terrain motor vehicles (eg jeeps), etc., new or used
7	47.81202	2025	Kleinhandel in nieuwe en gebruikte autobussen, touringcars, minibusjes, motorhomes, enz.	Commerce de détail d'autobus, autocars, minibus, motorhomes, etc., neufs ou usagés	Einzelhandel mit Linienbussen, Reisebussen, Minibussen, Motorhomes usw, neu oder gebraucht	Retail trade of buses, coaches, minibuses, motorhomes, etc., new or used
